age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,y
32.0,6.0,0,2.0,0,0.0564153501295284,1,1,1.0,28,8,0.0076133730552797,10,0.0,0
46.0,4.0,1,1.0,0,0.0518248077207017,0,0,1.0,12,8,0.3896060906984442,4,0.0,1
56.0,5.0,1,2.0,0,0.0481201594609468,0,0,1.0,26,8,0.0327706057596822,2,0.0,0
46.0,2.0,1,2.0,0,0.1286157232788821,1,0,0.0,18,11,0.0810989738497186,3,0.1295871559633027,0
29.0,6.0,1,1.0,0,0.0468584314304506,1,0,1.0,5,5,0.0751406818934127,4,0.0,0
60.0,2.0,1,0.0,0,0.0478517066885008,1,1,1.0,13,4,0.0393909301555776,2,0.1697247706422018,0
33.0,9.0,0,2.0,0,0.3620890994751748,1,0,1.0,16,4,0.0645481628599801,2,0.1685779816513761,0
27.0,6.0,0,2.0,0,0.0455564354840874,0,0,1.0,5,2,0.0638861304203906,1,0.2293577981651376,0
50.0,4.0,1,2.0,0,0.0452611374343968,1,0,,28,5,0.0208540218470705,2,0.0,0
45.0,1.0,1,1.0,0,0.0624958054254305,0,1,1.0,8,7,0.0714995034756703,1,0.0,0
58.0,10.0,1,1.0,0,0.0474892954456987,0,0,1.0,7,8,0.0390599139357828,6,0.0,0
59.0,10.0,1,0.0,0,0.0444692017556811,1,0,,26,5,0.033101621979477,7,0.0,0
58.0,10.0,1,0.0,0,0.0785358585790794,1,0,1.0,31,7,0.1002979145978153,6,0.0,0
64.0,10.0,1,0.0,0,0.04504637521644,0,0,1.0,11,3,0.037404832836809,1,0.1055045871559633,0
47.0,5.0,1,1.0,0,0.0452342921571522,0,0,1.0,5,5,0.0824230387288977,1,0.393348623853211,0
40.0,2.0,1,2.0,0,0.0428987530368719,1,0,1.0,17,7,0.2535584243627938,2,0.0,0
36.0,5.0,1,1.0,0,0.0534086790781331,1,1,1.0,3,4,0.0615690168818272,1,0.1536697247706422,0
28.0,2.0,0,2.0,0,0.0444692017556811,1,0,1.0,16,7,0.2525653757034095,5,0.0,1
38.0,5.0,0,2.0,0,0.0448047677212386,1,0,1.0,1,6,0.0754716981132075,2,0.0,1
53.0,6.0,1,0.0,0,0.0583482100911397,1,0,1.0,19,11,0.2813637868255544,2,0.1961009174311926,0
46.0,3.0,0,1.0,0,0.0488181366693064,1,0,,30,5,0.0956636875206885,6,0.0,0
54.0,5.0,1,1.0,0,0.0444692017556811,0,0,0.0,16,11,0.3250579278384641,1,0.1089449541284403,0
32.0,2.0,1,2.0,0,0.0444692017556811,0,0,1.0,19,11,0.0205230056272757,1,0.0,0
55.0,2.0,1,0.0,0,0.0528046603401296,0,1,1.0,2,2,0.0364117841774246,1,0.2396788990825688,0
55.0,10.0,1,1.0,0,0.0463215258855585,0,0,1.0,17,7,0.0665342601787487,1,0.0,0
56.0,5.0,1,1.0,0,0.0990053824780875,0,1,0.0,28,7,0.0089374379344587,4,0.0,0
40.0,3.0,1,1.0,0,0.1932457282452584,0,0,,11,6,0.0360807679576299,1,0.0,0
44.0,5.0,1,1.0,0,0.0486302197285942,1,0,1.0,6,2,0.0648791790797749,1,0.2912844036697247,0
32.0,6.0,1,,0,0.045449054375109,1,0,1.0,21,11,0.0509764978483945,1,0.1559633027522936,0
33.0,2.0,1,2.0,0,0.0687373323848002,1,0,,4,6,0.0314465408805031,4,0.0,0
41.0,0.0,1,1.0,0,0.0616636018308479,0,0,1.0,31,7,0.0135716650115855,3,0.0,0
37.0,5.0,1,1.0,0,0.0453282506275083,1,0,1.0,12,5,0.0777888116517709,4,0.3199541284403669,0
58.0,2.0,0,2.0,0,0.0444960470329257,1,0,0.0,11,5,0.0542866600463422,3,0.0,0
52.0,3.0,1,1.0,0,0.0452745600730191,0,1,1.0,26,8,0.0635551142005958,2,0.0,0
49.0,1.0,0,1.0,0,0.046254412692447,0,0,,11,6,0.1042701092353525,6,0.0,0
44.0,9.0,1,0.0,0,0.0942135004899263,0,0,,17,6,0.0678583250579278,3,0.0,0
28.0,7.0,0,,0,0.0468047408759614,0,0,1.0,28,9,0.0595829195630585,1,0.0,0
31.0,5.0,1,1.0,0,0.0478382840498785,0,1,1.0,29,8,0.050314465408805,2,0.0,0
37.0,4.0,1,1.0,0,0.1002134199540945,1,0,1.0,31,7,0.0102615028136378,16,0.0,0
30.0,5.0,0,2.0,0,0.057690500798647,1,0,1.0,19,2,0.0278053624627606,2,0.0,0
28.0,1.0,0,1.0,0,0.0467242050442275,0,0,1.0,1,6,0.113538563389606,3,0.161697247706422,1
46.0,1.0,1,1.0,0,0.0652742916202467,1,0,1.0,16,4,0.0403839788149619,2,0.1720183486238532,0
47.0,2.0,1,2.0,0,0.1479309002563724,1,0,1.0,21,11,0.0506454816285998,5,0.0,0
35.0,3.0,1,0.0,0,0.0443081300922135,1,0,,12,5,0.0688513737173121,5,0.0,0
,2.0,1,0.0,0,0.1314881679440544,0,0,0.0,19,10,0.0393909301555776,1,0.0,0
30.0,5.0,0,2.0,0,0.0452745600730191,1,1,,7,5,0.0999668983780205,5,0.0,0
55.0,5.0,0,1.0,0,0.089287392115542,1,0,,2,6,0.0195299569678914,1,0.0,0
,8.0,0,2.0,0,0.0600528851961718,0,1,1.0,16,6,0.0380668652763985,1,0.0,0
33.0,3.0,0,0.0,0,0.052509362290439,1,0,,21,5,0.0082754054948692,1,0.0,0
53.0,6.0,1,,0,0.0448450356371055,0,0,1.0,31,7,0.037404832836809,2,0.0,0
49.0,2.0,1,2.0,0,0.0636635749855706,0,0,1.0,18,11,0.0751406818934127,2,0.0,0
51.0,10.0,1,1.0,0,0.0449389941074616,0,1,1.0,8,7,0.0393909301555776,4,0.0,0
41.0,4.0,1,2.0,0,0.1250050334894833,1,0,1.0,18,11,0.0863952333664349,1,0.0,0
34.0,5.0,1,1.0,0,0.0444692017556811,1,0,1.0,15,7,0.0463422707712677,1,0.0,0
36.0,3.0,0,1.0,0,0.0490328988872632,0,1,,16,6,0.1837140019860973,3,0.0,0
35.0,6.0,1,2.0,0,0.0444692017556811,0,0,1.0,5,5,0.0231711353856338,1,0.1938073394495413,0
29.0,1.0,1,1.0,0,0.044509469671548,1,0,1.0,10,7,0.0592519033432638,1,0.0,0
40.0,5.0,0,2.0,0,0.0504422759426047,1,0,1.0,24,7,0.2075471698113207,1,0.0,0
32.0,2.0,1,2.0,0,0.0562005879115716,0,0,1.0,12,8,0.423038728897716,6,0.0,1
48.0,3.0,1,1.0,0,0.0539321619844028,0,0,,13,5,0.034425686858656,2,0.0,0
59.0,10.0,1,,0,0.0583347874525174,0,0,,11,6,0.3955643826547501,1,0.0,1
35.0,4.0,1,2.0,0,0.0626434544502758,1,0,,23,5,0.2423038728897716,2,0.0,1
33.0,5.0,0,2.0,0,0.046120186306224,0,0,1.0,19,8,0.0860642171466401,1,0.0,0
55.0,10.0,1,0.0,0,0.1638501496624206,0,0,,11,6,0.0854021847070506,1,0.0,0
41.0,3.0,1,1.0,0,0.0502275137246479,1,0,,13,5,0.0794438927507447,1,0.0,0
42.0,9.0,1,0.0,0,0.2424799667118562,0,0,,19,5,0.0340946706388613,2,0.0,0
46.0,3.0,1,0.0,0,0.0453685185433752,0,0,,24,6,0.0016550810989738,1,0.0,0
35.0,9.0,1,1.0,0,0.0449926846619508,0,0,1.0,31,7,0.0479973518702416,2,0.0,0
28.0,5.0,0,2.0,0,0.0458383108951557,0,0,1.0,28,1,0.104932141674942,2,0.0,0
25.0,8.0,0,1.0,0,0.0684957248895987,0,0,1.0,17,4,0.0728235683548493,1,0.3704128440366973,0
56.0,2.0,0,2.0,0,0.2499832217017221,0,0,1.0,29,4,0.0506454816285998,6,0.0,0
30.0,7.0,0,1.0,0,0.0359458262305203,0,0,1.0,25,7,0.0814299900695134,1,0.0,0
45.0,3.0,1,1.0,0,0.0460128051972456,0,0,1.0,11,8,0.0678583250579278,4,0.0,0
40.0,2.0,1,2.0,0,0.1892457819358129,0,0,,20,6,0.0354187355180403,3,0.0,0
40.0,3.0,1,1.0,0,0.0511536757895867,1,0,1.0,8,5,0.0168818272095332,2,0.3428899082568807,0
39.0,3.0,1,1.0,0,0.058495859115985,1,1,1.0,9,7,0.0946706388613042,13,0.0,0
48.0,6.0,1,2.0,0,0.0553415390397444,0,0,,6,6,0.1254551473022178,1,0.0,0
31.0,5.0,0,2.0,0,0.0422947342988684,1,0,1.0,18,5,0.1244620986428335,1,0.0,0
32.0,2.0,1,2.0,0,0.0452074468799076,0,0,1.0,2,2,0.0397219463753723,3,0.0,0
34.0,1.0,1,1.0,0,0.0523348679883491,1,1,,8,5,0.0728235683548493,2,0.0,0
26.0,5.0,0,1.0,0,0.0505765023288278,0,0,1.0,29,1,0.0781198278715657,1,0.2098623853211009,0
31.0,2.0,1,2.0,0,0.0580260667642045,1,0,1.0,15,5,0.1261171797418073,3,0.4185779816513761,0
37.0,2.0,0,2.0,0,0.051301324814432,1,0,1.0,6,5,0.0427010923535253,1,0.0,0
29.0,8.0,0,,0,0.0837841102803989,0,0,1.0,11,8,0.0287984111221449,1,0.0,0
57.0,5.0,1,1.0,0,0.0856901249647655,1,1,1.0,7,5,0.0195299569678914,3,0.0,0
47.0,2.0,0,2.0,0,0.046522865464893,1,0,1.0,18,11,0.0622310493214167,2,0.0,0
38.0,4.0,0,1.0,0,0.0598515456168373,1,0,,21,5,0.0287984111221449,2,0.0,0
48.0,3.0,1,0.0,0,0.0591267231312331,0,1,1.0,18,11,0.0248262164846077,1,0.198394495412844,0
50.0,2.0,1,2.0,0,0.0909517993047073,0,1,1.0,28,10,0.0304534922211188,1,0.0,1
33.0,7.0,1,1.0,0,0.0600126172803049,1,0,1.0,20,4,0.0069513406156901,2,0.0,0
28.0,7.0,0,1.0,0,0.0448181903598609,1,0,1.0,7,5,0.0738166170142337,2,0.0,0
30.0,1.0,0,1.0,0,0.0520664152159031,0,0,1.0,5,2,0.0350877192982456,1,0.0,0
52.0,5.0,1,1.0,0,0.0472074200346304,0,0,1.0,7,8,0.04303210857332,2,0.0,0
36.0,5.0,1,1.0,0,0.0509120682943853,0,0,1.0,20,10,0.0691823899371069,1,0.0,1
36.0,5.0,0,1.0,0,0.0693681964000483,1,0,1.0,4,2,0.0235021516054286,1,0.3142201834862385,0
46.0,1.0,1,1.0,0,0.0583482100911397,0,0,1.0,8,8,0.0347567030784508,2,0.0,0
57.0,2.0,1,2.0,0,0.0880927772781573,0,0,1.0,20,8,0.0523005627275736,3,0.0,0
28.0,2.0,0,1.0,0,0.0663883706258976,0,0,1.0,5,6,0.0897053955643826,1,0.0,1
46.0,1.0,1,1.0,0,0.0444692017556811,1,0,1.0,22,6,0.0496524329692154,1,0.143348623853211,0
55.0,10.0,1,0.0,0,0.0892202789224305,0,0,1.0,14,8,0.2078781860311155,4,0.0,1
33.0,2.0,1,2.0,0,0.0984282090173286,1,1,1.0,15,4,0.0817610062893081,1,0.0,0
53.0,2.0,1,1.0,0,0.0453550959047529,0,1,0.0,8,7,0.0453492221118834,1,0.0,0
41.0,5.0,0,1.0,0,0.0439188735721668,1,1,1.0,3,4,0.0496524329692154,1,0.0,0
60.0,3.0,1,1.0,0,0.0487912913920618,1,0,1.0,7,5,0.0195299569678914,1,0.0,0
35.0,6.0,1,0.0,0,0.079945235634421,0,1,1.0,8,7,0.0844091360476663,1,0.0,0
43.0,3.0,1,0.0,0,0.0451269110481738,1,0,,9,5,0.0317775571002979,1,0.0,0
57.0,7.0,1,0.0,0,0.0444826243943034,0,0,,15,5,0.004303210857332,10,0.0,0
46.0,7.0,1,1.0,0,0.0860525362075676,1,0,0.0,21,11,0.0622310493214167,9,0.0,0
31.0,3.0,1,0.0,0,0.0491939705507308,1,0,,19,5,0.0307845084409136,9,0.0,0
53.0,5.0,1,1.0,0,0.0453416732661306,0,0,1.0,25,8,0.0122476001324064,2,0.0,0
35.0,3.0,1,1.0,0,0.0706299244305445,1,0,,2,6,0.0648791790797749,3,0.0,0
32.0,7.0,0,1.0,0,0.0543885316975611,1,0,1.0,20,11,0.0287984111221449,3,0.0,0
48.0,2.0,1,2.0,0,0.0601334210279056,1,1,1.0,1,6,0.0860642171466401,1,0.0,1
50.0,7.0,1,1.0,0,0.0475698312774325,1,0,1.0,21,11,0.1300893743793446,2,0.0,0
40.0,3.0,1,0.0,0,0.0597173192306143,1,0,,21,5,0.0271433300231711,1,0.0,0
42.0,6.0,1,2.0,0,0.0475966765546771,0,0,1.0,5,2,0.1463091691492883,1,0.0,0
59.0,7.0,1,1.0,0,0.0554354975101005,0,0,1.0,9,4,0.0993048659384309,1,0.0,0
27.0,3.0,0,0.0,0,0.0596099381216359,1,0,,30,6,0.0278053624627606,4,0.0,0
32.0,2.0,0,2.0,0,0.0690460530731131,1,0,1.0,20,4,0.0271433300231711,2,0.0,0
35.0,5.0,0,1.0,0,0.0505093891357163,1,0,1.0,13,5,0.0195299569678914,1,0.0,0
28.0,1.0,1,1.0,0,0.0444692017556811,1,0,1.0,5,5,0.1095663687520688,2,0.323394495412844,0
37.0,2.0,1,1.0,0,0.0500261741453134,0,0,1.0,29,1,0.0956636875206885,2,0.1869266055045871,0
57.0,2.0,1,0.0,0,0.0585898175863411,1,0,,13,5,0.0738166170142337,4,0.0,0
42.0,7.0,0,1.0,0,0.0581871384276721,1,0,,5,5,0.0470043032108573,2,0.0,0
55.0,7.0,1,0.0,0,0.0490731668031301,1,0,1.0,14,7,0.0900364117841774,3,0.0,0
52.0,2.0,1,2.0,0,0.070562811237433,1,0,1.0,15,4,0.0774577954319761,3,0.3715596330275229,0
26.0,3.0,0,1.0,0,0.0440396773197675,1,1,1.0,31,7,0.0033101621979476,6,0.0,0
52.0,5.0,1,1.0,0,0.0683749211419981,1,0,,19,5,0.0463422707712677,2,0.0,0
26.0,2.0,0,2.0,0,0.0491671252734862,0,0,1.0,8,7,0.1201588877855014,1,0.0,0
33.0,0.0,1,1.0,0,0.0444960470329257,1,0,1.0,16,7,0.0423700761337305,1,0.0,0
,3.0,0,0.0,0,0.0459591146427564,1,1,,27,5,0.0125786163522012,4,0.0,0
37.0,2.0,1,2.0,0,0.0467242050442275,1,0,,5,6,0.0738166170142337,1,0.0,0
28.0,5.0,0,1.0,0,0.044509469671548,0,0,0.0,18,5,0.0119165839126117,8,0.4013761467889908,0
30.0,5.0,0,1.0,0,0.0458383108951557,1,0,,7,5,0.2019198940748096,2,0.0,0
33.0,3.0,1,0.0,0,0.0444692017556811,1,0,,15,5,0.0880503144654088,1,0.0,0
55.0,,1,0.0,0,0.0466034012966268,0,0,,4,9,0.0036411784177424,1,0.0,0
33.0,3.0,1,1.0,0,0.0596904739533697,1,0,,23,5,0.0993048659384309,2,0.0,0
42.0,3.0,1,1.0,0,0.0491939705507308,1,0,1.0,11,5,0.0248262164846077,3,0.0,0
37.0,2.0,1,2.0,0,0.0560797841639709,1,0,1.0,3,6,0.0321085733200926,1,0.0,0
59.0,3.0,1,0.0,0,0.0468718540690729,1,0,,5,5,0.0168818272095332,3,0.0,0
27.0,3.0,0,1.0,0,0.0445363149487926,1,0,,19,5,0.0665342601787487,3,0.0,0
,8.0,1,2.0,1,0.041381994872552,1,0,1.0,18,5,0.0844091360476663,2,0.0,0
51.0,2.0,1,2.0,0,0.0444692017556811,0,0,1.0,13,8,0.0185369083085071,2,0.0,0
50.0,3.0,1,0.0,0,0.0971396357095878,1,0,1.0,20,4,0.0390599139357828,2,0.0,0
43.0,5.0,1,1.0,0,0.0547240976631186,1,0,1.0,14,7,0.1830519695465078,5,0.0,0
37.0,3.0,1,0.0,0,0.0513281700916766,1,0,0.0,11,5,0.0125786163522012,1,0.0,0
34.0,2.0,0,2.0,0,0.1028308344854431,1,0,1.0,28,8,0.1221449851042701,8,0.0,0
41.0,2.0,1,2.0,0,0.084951879840539,1,0,1.0,14,7,0.0251572327044025,3,0.0,0
26.0,8.0,0,1.0,0,0.0482141179313029,0,0,1.0,7,5,0.0777888116517709,3,0.0,0
49.0,2.0,1,2.0,0,0.0633280090200131,0,0,,8,6,0.0082754054948692,1,0.0,0
29.0,3.0,0,1.0,0,0.0566569576247298,1,0,,20,6,0.5491559086395233,1,0.0,1
30.0,2.0,0,2.0,0,0.0466436692124937,1,0,,20,5,0.0602449520026481,4,0.0,0
38.0,1.0,1,1.0,0,0.055099931544543,0,0,,6,6,0.141012909632572,1,0.0,0
58.0,2.0,1,1.0,0,0.0459591146427564,0,0,0.0,24,3,0.0178748758689175,2,0.0,0
34.0,8.0,0,,0,0.0616636018308479,0,0,1.0,25,8,0.0910294604435617,1,0.1353211009174312,0
53.0,1.0,1,,0,0.0580529120414491,1,0,1.0,28,7,0.1085733200926845,2,0.0,0
50.0,2.0,1,2.0,0,0.0831398236265285,0,0,1.0,5,8,0.1674942072161536,2,0.003440366972477,0
30.0,3.0,0,1.0,0,0.0504422759426047,1,0,1.0,16,4,0.0708374710360807,1,0.3795871559633027,0
40.0,2.0,1,1.0,0,0.0530999583898202,1,0,1.0,17,4,0.0231711353856338,2,0.2947247706422018,0
57.0,9.0,0,1.0,0,0.0478785519657454,0,0,1.0,8,10,0.2224428997020854,1,0.0,0
40.0,2.0,1,2.0,0,0.028200963745453,1,0,1.0,15,5,0.4154253558424363,2,0.3830275229357798,0
41.0,5.0,1,1.0,0,0.0729923088280694,1,1,1.0,21,11,0.0930155577623303,3,0.1341743119266055,0
53.0,5.0,1,,0,0.052912041449108,1,0,1.0,8,5,0.0973187686196623,1,0.0,0
48.0,3.0,1,1.0,0,0.0417578287539764,1,1,1.0,30,7,0.0731545845746441,4,0.0,0
32.0,5.0,0,1.0,0,0.0481067368223245,1,0,1.0,13,5,0.0251572327044025,2,0.3084862385321101,0
34.0,2.0,1,2.0,0,0.0539053167071582,1,0,1.0,14,4,0.1118834822906322,1,0.0,1
46.0,3.0,1,1.0,0,0.0415699118132642,1,0,1.0,28,7,0.132406487917908,3,0.0,0
45.0,1.0,1,1.0,0,0.0456503939544435,0,1,1.0,7,7,0.1085733200926845,1,0.0,0
51.0,7.0,0,2.0,0,0.0446839639736379,1,0,1.0,30,1,0.0509764978483945,1,0.0,0
31.0,2.0,1,1.0,0,0.0507241513536731,1,0,1.0,14,5,0.0529625951671631,1,0.0,0
47.0,5.0,1,1.0,0,0.0434625038590086,1,0,1.0,4,2,0.0175438596491228,1,0.2844036697247706,0
32.0,3.0,1,1.0,0,0.0505899249674501,0,0,1.0,12,5,0.038728897715988,1,0.0,0
41.0,5.0,1,1.0,0,0.0455027449295982,1,0,1.0,7,5,0.017212843429328,1,0.0,0
37.0,1.0,0,1.0,0,0.0411940779318398,0,0,,3,7,0.0575968222442899,1,0.0,0
27.0,3.0,0,0.0,0,0.0606971718500422,0,0,1.0,29,1,0.0923535253227408,1,0.0,0
27.0,1.0,1,1.0,0,0.0452477147957745,1,0,1.0,7,5,0.0360807679576299,1,0.3876146788990826,0
50.0,2.0,1,1.0,1,0.0501201326156695,0,0,1.0,20,11,0.0059582919563058,5,0.0,0
31.0,2.0,0,2.0,0,0.0459725372813787,1,0,1.0,2,2,0.0513075140681893,2,0.3119266055045872,0
40.0,4.0,1,2.0,0,0.2279432490839049,0,0,1.0,15,10,0.0443561734524991,1,0.1571100917431192,0
43.0,2.0,1,2.0,0,0.0636501523469483,1,0,1.0,19,11,0.3346573982125124,1,0.2282110091743119,1
39.0,5.0,1,2.0,0,0.0551267768217876,0,0,0.0,2,2,0.058920887123469,1,0.0,0
31.0,6.0,0,2.0,0,0.0707373055395229,0,0,1.0,4,2,0.0357497517378351,3,0.0,0
48.0,5.0,1,1.0,0,0.0505630796902055,1,0,1.0,10,7,0.0364117841774246,1,0.0,0
32.0,3.0,0,0.0,0,0.05630796902055,0,1,1.0,29,7,0.0251572327044025,8,0.0,0
47.0,0.0,1,0.0,0,0.0467242050442275,1,0,0.0,30,1,0.0205230056272757,1,0.2775229357798165,0
35.0,2.0,0,2.0,0,0.0540529657320036,1,0,1.0,26,8,0.0433631247931148,22,0.0,0
42.0,2.0,0,2.0,0,0.0444692017556811,0,0,1.0,7,9,0.0314465408805031,1,0.0,0
47.0,3.0,1,1.0,0,0.0712607884457926,0,0,,5,6,0.2505792783846408,2,0.0,1
59.0,10.0,1,1.0,0,0.046657091851116,0,0,1.0,24,7,0.1522674611055941,1,0.0,0
38.0,7.0,1,1.0,0,0.0872874189608193,1,0,,20,6,0.0052962595167163,2,0.0,0
50.0,0.0,1,1.0,0,0.0682541173943973,0,0,1.0,29,7,0.0668652763985435,4,0.0,0
27.0,1.0,0,1.0,0,0.0424423833237137,0,0,1.0,8,7,0.0923535253227408,2,0.0,0
55.0,9.0,1,0.0,0,0.0446839639736379,0,0,,20,6,0.0198609731876861,1,0.0,0
39.0,1.0,0,1.0,0,0.1393135662608555,1,0,1.0,15,5,0.2194637537239324,3,0.4105504587155963,1
31.0,5.0,0,2.0,0,0.0505630796902055,0,0,1.0,4,2,0.0228401191658391,3,0.0,0
37.0,6.0,1,2.0,0,0.1088710218654783,1,0,,20,5,0.050314465408805,2,0.0,0
28.0,5.0,0,1.0,1,0.0404692554462356,1,0,,3,6,0.1837140019860973,7,0.0,0
42.0,5.0,1,1.0,0,0.0503617401108709,0,0,1.0,20,8,0.046011254551473,2,0.0,0
40.0,1.0,1,1.0,0,0.0703346263808539,1,0,,15,5,0.0191989407480966,1,0.0,0
59.0,2.0,0,1.0,0,0.0534757922712446,1,1,1.0,29,1,0.0711684872558755,2,0.2981651376146789,0
40.0,1.0,0,1.0,0,0.0453416732661306,1,0,1.0,15,5,0.0036411784177424,3,0.0,0
43.0,5.0,1,1.0,0,0.0319593025596971,1,0,1.0,16,4,0.1863621317444554,1,0.0,0
38.0,5.0,0,1.0,0,0.1030724419806445,1,0,1.0,29,7,0.0609069844422376,2,0.0,0
54.0,10.0,1,0.0,0,0.0444692017556811,1,0,1.0,11,7,0.0513075140681893,2,0.0,0
41.0,3.0,1,1.0,0,0.1102401310049529,1,0,0.0,31,7,0.038728897715988,2,0.0,0
55.0,9.0,1,0.0,0,0.0575696970510462,0,0,1.0,28,6,0.1128765309500165,1,0.1089449541284403,1
33.0,2.0,1,2.0,0,0.0464557522717815,0,0,,20,5,0.2360145647136709,1,0.0,0
46.0,3.0,1,1.0,0,0.0445363149487926,0,0,1.0,18,8,0.0221780867262495,3,0.0,0
36.0,2.0,1,1.0,0,0.0424826512395806,0,0,1.0,18,11,0.0463422707712677,2,0.0,0
48.0,5.0,1,2.0,0,0.045985959920001,0,1,1.0,22,7,0.0112545514730221,1,0.0,0
42.0,2.0,1,1.0,0,0.0430598247003395,1,0,1.0,28,8,0.0185369083085071,2,0.0,0
46.0,2.0,1,2.0,0,0.0528449282559965,0,0,1.0,17,9,0.1098973849718636,2,0.2110091743119266,1
49.0,5.0,1,1.0,1,0.0219191688702165,1,1,,27,6,0.0291294273419397,4,0.0,0
36.0,3.0,1,1.0,0,0.0382813653508006,0,0,1.0,11,5,0.0827540549486924,2,0.4059633027522936,0
34.0,5.0,0,2.0,0,0.0464020617172923,1,1,1.0,14,10,0.033101621979477,1,0.0986238532110091,0
51.0,6.0,1,2.0,0,0.0445228923101703,1,1,1.0,20,4,0.0231711353856338,5,0.0,0
58.0,3.0,1,0.0,0,0.0486167970899719,0,0,1.0,19,8,0.050314465408805,2,0.0,0
48.0,2.0,1,2.0,0,0.0560932068025932,0,0,1.0,29,1,0.0470043032108573,2,0.0,0
41.0,7.0,0,1.0,0,0.0581602931504275,1,0,,19,5,0.290632240979808,1,0.0,1
49.0,4.0,1,0.0,0,0.051032872041986,1,0,,27,5,0.0264812975835815,4,0.0,0
43.0,2.0,1,0.0,0,0.1540918913840082,1,0,,19,5,0.0364117841774246,2,0.0,0
32.0,3.0,0,1.0,0,0.0410464289069945,0,1,,2,7,0.3154584574644157,3,0.0,0
54.0,10.0,1,1.0,0,0.0937437081381458,0,0,,11,6,0.0208540218470705,3,0.0,0
33.0,3.0,1,0.0,0,0.0530059999194641,1,0,1.0,9,7,0.0685203574975173,11,0.0,0
35.0,5.0,1,1.0,0,0.0463617938014254,1,0,1.0,19,8,0.0976497848394571,2,0.0,0
56.0,5.0,1,1.0,0,0.0464825975490261,1,1,1.0,11,5,0.0324395895398874,6,0.4013761467889908,0
57.0,5.0,1,1.0,0,0.0557307955597911,0,1,,5,5,0.0731545845746441,1,0.0,0
31.0,9.0,0,0.0,0,0.4064106522060106,0,0,1.0,21,4,0.2151605428666004,2,0.0,1
33.0,5.0,0,1.0,0,0.0540798110092482,1,0,1.0,14,5,0.076133730552797,2,0.0,0
29.0,5.0,0,2.0,0,0.0778244587320975,0,0,0.0,24,7,0.0145647136709698,6,0.0,0
38.0,2.0,0,2.0,0,0.2462114602488557,1,0,1.0,13,5,0.0539556438265475,1,0.2006880733944954,0
37.0,7.0,1,1.0,0,0.1961852861035422,0,0,1.0,26,5,0.1641840450182058,2,0.0,0
33.0,6.0,1,2.0,0,0.0524556717359498,0,0,1.0,7,8,0.0059582919563058,2,0.0,0
30.0,2.0,0,2.0,0,0.3043046402061717,0,0,1.0,19,11,0.0840781198278715,2,0.0,0
31.0,4.0,0,1.0,0,0.0471939973960081,0,1,1.0,19,11,0.0572658060244952,1,0.0,0
28.0,5.0,0,2.0,0,0.0469255446235621,1,1,,28,5,0.0191989407480966,2,0.0,0
26.0,7.0,0,1.0,0,0.0478919746043677,0,0,1.0,30,4,0.1499503475670308,1,0.0928899082568807,1
31.0,5.0,0,1.0,0,0.0458383108951557,1,0,0.0,17,4,0.1509433962264151,2,0.3967889908256881,0
50.0,9.0,1,0.0,0,0.0457309297861773,1,0,1.0,22,7,0.0595829195630585,4,0.0,0
45.0,6.0,1,0.0,0,0.0452477147957745,1,0,0.0,13,5,0.0380668652763985,3,0.4266055045871559,0
48.0,2.0,1,0.0,0,0.0526033207607951,0,0,1.0,5,3,0.0241641840450182,6,0.0,0
41.0,5.0,1,1.0,0,0.0444692017556811,0,1,1.0,23,7,0.0340946706388613,1,0.0,0
60.0,5.0,1,0.0,0,0.0453416732661306,1,0,,9,5,0.3389606090698444,2,0.0,1
41.0,3.0,1,1.0,0,0.0490060536100186,1,0,,14,5,0.0274743462429659,1,0.0,0
43.0,3.0,1,0.0,0,0.0546301391927625,1,0,,9,5,0.1029460443561734,4,0.0,0
36.0,2.0,1,2.0,0,0.1688836391457832,1,1,1.0,19,11,0.0340946706388613,2,0.0,0
40.0,3.0,1,0.0,0,0.0606569039341753,0,1,0.0,16,7,0.0652101952995696,5,0.0,0
28.0,2.0,0,2.0,0,0.05630796902055,0,1,1.0,29,1,0.0297914597815292,1,0.2362385321100917,0
27.0,8.0,0,2.0,0,0.1154883827062724,0,0,1.0,12,11,0.0622310493214167,2,0.1066513761467889,1
49.0,2.0,0,1.0,0,0.0452879827116414,1,0,1.0,29,1,0.0599139357828533,2,0.2832568807339449,0
37.0,5.0,1,2.0,0,0.0444692017556811,1,0,1.0,17,11,0.0241641840450182,1,0.0,0
31.0,3.0,1,1.0,0,0.0633548542972577,1,0,1.0,6,5,0.0456802383316782,3,0.0,0
31.0,5.0,0,1.0,1,0.0448047677212386,0,0,1.0,2,2,0.1247931148626282,1,0.0,0
31.0,3.0,1,1.0,0,0.0626434544502758,1,1,1.0,17,11,0.0721615359152598,2,0.0,0
35.0,3.0,1,0.0,0,0.0551133541831653,1,0,1.0,17,4,0.0337636544190665,1,0.0,0
51.0,3.0,1,,0,0.182547885263285,1,0,,29,5,0.037404832836809,1,0.0,0
33.0,5.0,0,1.0,0,0.1147367149434235,0,0,1.0,7,8,0.0208540218470705,3,0.0,0
30.0,5.0,0,2.0,0,0.044509469671548,1,0,1.0,6,5,0.0135716650115855,2,0.1949541284403669,0
