id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month;Random
6980353;https://www.airbnb.com/rooms/6980353;Spacious, hotel-comfort apartment;22872749;Michael;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;3.0;5.0;"[""Wifi"", ""Iron"", ""Fire extinguisher"", ""Shampoo"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator""]";300.0;15;2015-07-12;2016-10-31;97;10.0;10.0;10.0;10.0;10.0;10.0;0.23;0
6981284;https://www.airbnb.com/rooms/6981284;Perfect house boat in Amsterdam;36605736;Bart;f;De Baarsjes - Oud-West;Boat;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Microwave"", ""Coffee maker"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""Cooking basics"", ""Smoke alarm""]";270.0;63;2015-09-05;2020-07-27;98;10.0;10.0;10.0;10.0;10.0;9.0;0.98;0
6995483;https://www.airbnb.com/rooms/6995483;Mini-Loft in trendy East;2737248;Annette;t;Oud-Oost;Entire apartment;Entire home/apt;1 bath;;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Cooking basics"", ""Dishes and silverware"", ""Refrigerator"", ""Smoke alarm""]";95.0;20;2015-09-14;2019-01-05;97;10.0;10.0;10.0;10.0;10.0;9.0;0.31;0
6996733;https://www.airbnb.com/rooms/6996733;Private room with bathroom;23107955;Saskia;t;Oud-Oost;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Dedicated workspace"", ""Essentials"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Smoke alarm""]";64.0;420;2015-06-29;2020-03-09;97;10.0;10.0;10.0;10.0;10.0;10.0;6.31;0
7037025;https://www.airbnb.com/rooms/7037025;Modern loft apartment in centre;36894207;Chika;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;2.0;3.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Bathtub"", ""Dedicated workspace"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Hot tub"", ""Smoke alarm"", ""Elevator""]";150.0;8;2016-03-06;2017-07-31;95;9.0;10.0;10.0;10.0;9.0;9.0;0.14;0
7042701;https://www.airbnb.com/rooms/7042701;Solebaas;2480425;Misha;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Wifi"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Smoke alarm""]";151.0;4;2015-07-14;2017-01-02;80;8.0;9.0;10.0;10.0;9.0;9.0;0.06;0
7059352;https://www.airbnb.com/rooms/7059352;Original 90m2 Appt balcony&terrace;6330542;Marcel;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Wifi"", ""Essentials"", ""Dryer"", ""Kitchen"", ""Heating"", ""Washer""]";150.0;32;2015-07-21;2019-08-26;96;10.0;9.0;10.0;10.0;9.0;9.0;0.49;0
7062895;https://www.airbnb.com/rooms/7062895;Monumental house in the Jordaan;20374689;Mirthe  &   Aranka;f;Centrum-West;Entire townhouse;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";350.0;21;2015-07-29;2018-10-22;97;10.0;10.0;10.0;10.0;10.0;9.0;0.32;0
7082175;https://www.airbnb.com/rooms/7082175;Bright & Spacious Apt | SUNNY GARDEN;37126050;Geerda;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1.5 baths;1.0;2.0;"[""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""TV"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Bed linens"", ""Hair dryer"", ""Heating""]";190.0;23;2015-07-11;2019-08-25;98;10.0;10.0;10.0;10.0;9.0;9.0;0.35;0
7087391;https://www.airbnb.com/rooms/7087391;Bright & Comfortable Family Home with Sunny Garden;37148029;Bart;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer""]";175.0;8;2015-09-06;2017-06-30;98;9.0;9.0;10.0;9.0;10.0;10.0;0.12;0
7088751;https://www.airbnb.com/rooms/7088751;Fantastic and central apartment;37154997;Wijnand;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";110.0;29;2015-07-30;2020-01-02;95;9.0;10.0;9.0;10.0;10.0;10.0;0.44;0
7097233;https://www.airbnb.com/rooms/7097233;Artistic Family home w/ garden!;2561138;Freek;f;De Pijp - Rivierenbuurt;Entire house;Entire home/apt;2 baths;4.0;4.0;"[""Dryer"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Washer"", ""TV"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Iron"", ""Dedicated workspace""]";164.0;3;2015-07-15;2017-09-01;100;10.0;10.0;10.0;10.0;10.0;10.0;0.05;0
7109857;https://www.airbnb.com/rooms/7109857;Familyhome on the waterfront;37245164;Jannie;f;IJburg - Zeeburgereiland;Entire townhouse;Entire home/apt;2.5 baths;2.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";159.0;7;2017-08-02;2019-08-24;97;10.0;9.0;9.0;10.0;10.0;9.0;0.17;0
7111455;https://www.airbnb.com/rooms/7111455;"Big, bright room; privat bathroom &entrance";20919943;Ellen;t;Noord-West;Private room in house;Private room;1 private bath;1.0;3.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Patio or balcony"", ""Private entrance"", ""Free street parking"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Lockbox"", ""Garden or backyard"", ""Iron"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";48.0;264;2015-07-22;2020-09-11;98;10.0;10.0;10.0;10.0;9.0;9.0;4.02;0
7131017;https://www.airbnb.com/rooms/7131017;Modern two storey family apartment;3521922;Ferry;f;Westerpark;Entire apartment;Entire home/apt;1 bath;2.0;4.0;"[""Wifi"", ""Children\u2019s books and toys"", ""Hot water"", ""Host greets you"", ""Shampoo"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";169.0;10;2015-07-28;2019-08-01;100;10.0;10.0;10.0;10.0;9.0;9.0;0.15;0
7164761;https://www.airbnb.com/rooms/7164761;Modern family apartment close to centre;37527057;Maarten;f;Westerpark;Entire apartment;Entire home/apt;1 bath;3.0;3.0;"[""Children\u2019s books and toys"", ""Microwave"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Game console"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Baby bath"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Baby safety gates"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cleaning before checkout"", ""Extra pillows and blankets"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Bed linens"", ""Washer""]";179.0;16;2018-05-21;2019-03-18;100;10.0;10.0;10.0;10.0;10.0;10.0;0.51;0
7166792;https://www.airbnb.com/rooms/7166792;Nice appartment in West;37537340;Martijn;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1.5 baths;1.0;2.0;"[""Wifi"", ""Oven"", ""Patio or balcony"", ""Hot water"", ""First aid kit"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Stove""]";95.0;8;2015-07-15;2018-08-13;93;9.0;9.0;9.0;10.0;9.0;9.0;0.12;0
7170975;https://www.airbnb.com/rooms/7170975;Super nice Amsterdam apartment;18627407;Dirk;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Washer"", ""Smoke alarm""]";120.0;53;2015-08-24;2019-06-30;97;10.0;9.0;10.0;10.0;10.0;9.0;0.82;0
7171445;https://www.airbnb.com/rooms/7171445;Between Amsterdam and Schiphol;37537145;Peter;f;De Aker - Nieuw Sloten;Entire house;Entire home/apt;2 baths;3.0;3.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer"", ""Hot tub""]";140.0;21;2015-08-01;2017-01-01;96;10.0;10.0;10.0;10.0;9.0;9.0;0.32;0
7177816;https://www.airbnb.com/rooms/7177816;A nice, cozy and spacious room;37599762;Thomas;f;Oud-Oost;Private room in apartment;Private room;1.5 baths;1.0;1.0;"[""Wifi"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Smoke alarm""]";62.0;5;2015-07-13;2015-11-29;92;10.0;10.0;10.0;10.0;10.0;9.0;0.08;0
7179364;https://www.airbnb.com/rooms/7179364;Spacious Apartment, great garden;10726948;Sarah;f;Watergraafsmeer;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating""]";225.0;58;2015-07-18;2019-09-01;91;9.0;9.0;10.0;10.0;9.0;9.0;0.88;0
7189328;https://www.airbnb.com/rooms/7189328;Charming apartment in great area;28857265;Freek;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer""]";100.0;5;2015-07-14;2015-08-27;96;10.0;10.0;10.0;10.0;10.0;10.0;0.08;0
7190115;https://www.airbnb.com/rooms/7190115;Clean, Quiet Lovers Retreat Garden View;37658666;Ruben;t;De Pijp - Rivierenbuurt;Private room in townhouse;Private room;1 shared bath;1.0;1.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Lockbox"", ""Iron"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";38.0;503;2016-08-07;2020-11-28;97;10.0;10.0;10.0;10.0;10.0;10.0;9.49;0
7194133;https://www.airbnb.com/rooms/7194133;Special Offer!!! Cozy family home.;37674534;Tamara;f;Geuzenveld - Slotermeer;Entire townhouse;Entire home/apt;1.5 baths;3.0;3.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Beach essentials"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";79.0;22;2015-07-25;2020-01-05;95;10.0;9.0;10.0;10.0;9.0;9.0;0.34;0
7194317;https://www.airbnb.com/rooms/7194317;2 person bedroom near Amstel River;25551887;Gijs;f;De Pijp - Rivierenbuurt;Private room in apartment;Private room;1.5 baths;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";97.0;3;2015-07-27;2015-08-17;87;9.0;8.0;10.0;10.0;9.0;8.0;0.05;0
7195166;https://www.airbnb.com/rooms/7195166;Beautiful 2BR in city center;5404243;Jelle;f;Westerpark;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Microwave"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Elevator""]";180.0;25;2015-08-02;2019-12-27;97;10.0;10.0;10.0;10.0;10.0;10.0;0.38;0
7200454;https://www.airbnb.com/rooms/7200454;Renovated luxury apartment;10550780;Michiel;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Lockbox""]";122.0;6;2015-08-26;2016-02-15;100;10.0;10.0;9.0;9.0;10.0;9.0;0.09;0
7223951;https://www.airbnb.com/rooms/7223951;Charming garden apartment;7984664;Daniel;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Smoke alarm"", ""Paid parking on premises"", ""Private entrance"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";159.0;10;2015-08-02;2017-06-27;96;9.0;10.0;10.0;10.0;10.0;10.0;0.15;0
7239681;https://www.airbnb.com/rooms/7239681;Nice apartment very central!;37904683;Raymon;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Microwave"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Bed linens"", ""TV"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Stove""]";100.0;37;2015-08-23;2019-07-21;86;9.0;9.0;10.0;10.0;9.0;8.0;0.57;0
7242227;https://www.airbnb.com/rooms/7242227;Room in a spacious flat with a balcony & a garden;24614297;Tadas;f;Noord-West;Private room in apartment;Private room;1 shared bath;1.0;2.0;"[""Microwave"", ""Free parking on premises"", ""Refrigerator"", ""Smoke alarm"", ""Patio or balcony"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Lockbox"", ""Iron"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";45.0;58;2015-07-11;2019-10-31;89;9.0;8.0;9.0;10.0;9.0;9.0;0.88;0
7260210;https://www.airbnb.com/rooms/7260210;Homely appartment with cosy garden;1346106;Juliette;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";179.0;54;2015-08-07;2019-09-09;97;10.0;10.0;10.0;10.0;9.0;9.0;0.83;0
7262452;https://www.airbnb.com/rooms/7262452;Stylish home (Museum District+Park);452487;Johan;f;Zuid;Entire townhouse;Entire home/apt;1 bath;2.0;3.0;"[""Wifi"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";190.0;2;2015-08-08;2015-10-21;100;7.0;10.0;10.0;9.0;10.0;9.0;0.03;0
7266385;https://www.airbnb.com/rooms/7266385;Lovely apartment nearby Westerpark!;38046926;Eva;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Smoke alarm""]";80.0;8;2015-08-23;2016-11-24;98;10.0;10.0;8.0;9.0;9.0;9.0;0.12;0
7276869;https://www.airbnb.com/rooms/7276869;Clean, Quiet, Lovers Retreat;37658666;Ruben;t;De Pijp - Rivierenbuurt;Private room in townhouse;Private room;1 shared bath;1.0;1.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Private entrance"", ""Body soap"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Portable fans"", ""Iron"", ""Conditioner"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";43.0;593;2015-09-06;2020-11-08;97;10.0;10.0;10.0;10.0;10.0;9.0;9.24;0
7283124;https://www.airbnb.com/rooms/7283124;Apartment close to Vondelpark!;38138627;Wouter;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Gym"", ""Washer"", ""Smoke alarm""]";175.0;10;2016-01-05;2017-06-28;94;10.0;10.0;9.0;10.0;9.0;9.0;0.17;0
7297113;https://www.airbnb.com/rooms/7297113;Great 4P apartment | Lovely neighborhood | Terrace;6338603;Lotte & Sjoerd;t;Westerpark;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";189.0;36;2015-07-26;2019-09-15;94;10.0;10.0;10.0;10.0;10.0;9.0;0.55;0
7299294;https://www.airbnb.com/rooms/7299294;Private room near Amsterdam Rai;10449806;Thadeo;f;Buitenveldert - Zuidas;Private room in apartment;Private room;1.5 shared baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Elevator""]";92.0;39;2015-09-17;2020-02-16;95;10.0;10.0;10.0;10.0;9.0;9.0;0.61;0
7301966;https://www.airbnb.com/rooms/7301966;Flower Canal;25735043;Esther;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";200.0;4;2016-08-24;2018-08-17;90;10.0;9.0;10.0;10.0;10.0;8.0;0.08;0
7304719;https://www.airbnb.com/rooms/7304719;Spacious/Basic appt in trendy area;38263905;Philip;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Washer""]";129.0;8;2015-07-29;2017-08-14;95;10.0;9.0;10.0;10.0;9.0;9.0;0.12;0
7338230;https://www.airbnb.com/rooms/7338230;Modern & sunny apartment in Centre;36516363;Debby;f;Centrum-Oost;Entire apartment;Entire home/apt;2.5 baths;3.0;4.0;"[""Stove"", ""Heating"", ""TV"", ""Cooking basics"", ""Shower gel"", ""Dishwasher"", ""Crib"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hair dryer"", ""Pocket wifi"", ""Wifi"", ""Oven"", ""First aid kit"", ""Free parking on premises"", ""Dryer"", ""Children\u2019s dinnerware"", ""High chair"", ""Coffee maker"", ""Bed linens"", ""Essentials"", ""Bathtub"", ""Elevator"", ""Cable TV"", ""Iron"", ""Pack \u2019n Play/travel crib"", ""Babysitter recommendations"", ""Refrigerator"", ""Dishes and silverware"", ""Hot water"", ""Children\u2019s books and toys"", ""Kitchen"", ""Hangers"", ""Washer"", ""Game console"", ""Paid parking off premises"", ""Single level home"", ""Smoke alarm"", ""Cleaning before checkout"", ""Dedicated workspace"", ""Baking sheet"", ""Private entrance""]";175.0;21;2016-03-30;2020-01-02;99;10.0;10.0;10.0;10.0;9.0;9.0;0.37;0
7345836;https://www.airbnb.com/rooms/7345836;Large family house with big garden;960786;Lucy;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;3.0;6.0;"[""Children\u2019s books and toys"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Paid parking on premises"", ""Oven"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Baby monitor"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Baby safety gates"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";210.0;43;2015-08-09;2020-02-23;98;10.0;10.0;10.0;10.0;10.0;10.0;0.66;0
7345871;https://www.airbnb.com/rooms/7345871;Canal view apartment in Center West, de Baarsjes;17939075;Rosanne;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Heating"", ""Waterfront"", ""Washer""]";89.0;14;2015-08-07;2019-12-29;96;10.0;9.0;10.0;10.0;10.0;10.0;0.21;0
7352638;https://www.airbnb.com/rooms/7352638;Bright apartment in Old East next to park.;9044080;Wouter;t;Oud-Oost;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Stove"", ""Heating"", ""TV"", ""Cooking basics"", ""Dishwasher"", ""Patio or balcony"", ""Long term stays allowed"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Oven"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Coffee maker"", ""Essentials"", ""Cable TV"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Washer"", ""Paid parking off premises"", ""Smoke alarm"", ""Dedicated workspace""]";160.0;68;2015-09-14;2020-01-01;97;10.0;10.0;10.0;10.0;9.0;9.0;1.06;0
